sample_id,split,is_valid,audio_frames,vision_frames,audio_active_mean,vision_active_mean
-THoVjtIkeU_0_0,train,True,100,1,2.8030779361724854,-5464.47900390625
-THoVjtIkeU_112_625,train,True,100,50,2.757526159286499,154.47975158691406
-THoVjtIkeU_122_6635,train,True,100,50,2.6559042930603027,147.5222930908203
-THoVjtIkeU_126_9095,train,True,100,50,2.745288133621216,147.45343017578125
-THoVjtIkeU_13_078,train,True,100,20,2.8393707275390625,-1812.2423095703125
-THoVjtIkeU_23_308,train,True,100,50,3.2114217281341553,-180.07760620117188
-THoVjtIkeU_84_27,train,False,,,,
-THoVjtIkeU_97_62,train,False,,,,
-UUCSKoHeMA_0_0,test,False,,,,
-UUCSKoHeMA_10_338,test,True,100,50,2.8892948627471924,-483.23114013671875
-UUCSKoHeMA_58_508,test,True,100,50,3.2041285037994385,160.4681396484375
-UUCSKoHeMA_66_032,test,False,,,,
-UacrmKiTn4_34_792,valid,True,100,50,2.714611768722534,121.75336456298828
-UacrmKiTn4_42_664,valid,True,100,50,2.636632204055786,120.56265258789062
-UacrmKiTn4_46_0175,valid,True,100,39,2.161466360092163,125.97663879394531
-UacrmKiTn4_71_938,valid,True,100,50,2.3367867469787598,122.57583618164062
-UuX1xuaiiE_0_0,train,True,100,1,2.6166741847991943,282.9236145019531
-UuX1xuaiiE_12_898,train,True,100,50,2.591745615005493,360.00177001953125
-UuX1xuaiiE_19_937,train,True,100,50,2.582771062850952,373.8089294433594
-UuX1xuaiiE_22_97,train,True,100,23,2.907465696334839,282.46441650390625
-UuX1xuaiiE_28_139,train,True,100,33,2.0441365242004395,283.67230224609375
-UuX1xuaiiE_30_5235,train,True,100,50,2.5210509300231934,284.7591247558594
-UuX1xuaiiE_37_9365,train,True,100,50,2.845566511154175,290.3762512207031
-UuX1xuaiiE_3_325,train,True,100,50,2.895461320877075,289.1478576660156
-UuX1xuaiiE_43_339,train,True,100,50,2.2169952392578125,290.61090087890625
-UuX1xuaiiE_51_3405,train,True,100,50,2.5907511711120605,309.862548828125
-WXXTNIJcVM_0_0,train,True,100,1,2.945539712905884,-9169.2958984375
-WXXTNIJcVM_1_6785,train,True,100,50,3.31421160697937,-786.5176391601562
-WXXTNIJcVM_31_44,train,True,100,4,4.062626361846924,-9169.294921875
-WXXTNIJcVM_4_6815,train,True,100,50,2.824878692626953,-598.6107788085938
-WXXTNIJcVM_8_019,train,True,100,3,4.1350812911987305,-9169.2919921875
-ZgjBOA1Yhw_10_837,train,True,100,50,2.1888961791992188,243.6083526611328
-ZgjBOA1Yhw_19_279,train,True,100,50,1.8800621032714844,240.3330078125
-ZgjBOA1Yhw_37_107,train,True,100,21,2.1254355907440186,229.77528381347656
-ZgjBOA1Yhw_46_402,train,True,100,50,1.950689435005188,242.2586212158203
-ZgjBOA1Yhw_60_993,train,True,100,50,1.9477003812789917,246.689453125
-ZgjBOA1Yhw_71_759,train,True,100,50,2.069369077682495,244.56715393066406
-a55Q6RWvTA_17_112,train,True,100,28,1.111966848373413,-1387.64013671875
-aNfi7CP8vM_27_639,train,True,100,50,2.4129085540771484,-40.648555755615234
-aNfi7CP8vM_48_112,train,True,100,19,2.2530903816223145,122.3729248046875
-aqamKhZ1Ec_0_0,train,False,,,,
-aqamKhZ1Ec_10_389,train,True,100,50,2.274555206298828,221.09153747558594
-aqamKhZ1Ec_29_115,train,True,100,26,2.3597311973571777,216.79660034179688
-cEhr0cQcDM_31_819,test,True,100,50,1.845255970954895,-238.34011840820312
-cEhr0cQcDM_56_423,test,True,100,50,1.5137453079223633,-238.613037109375
-dxfTGcXJoc_0_0,train,False,,,,
-dxfTGcXJoc_20_306,train,True,100,50,2.2405953407287598,-5598.40283203125
-dxfTGcXJoc_36_19499999999999,train,True,100,50,2.330639600753784,-106.10274505615234
-dxfTGcXJoc_52_708,train,True,100,50,1.9763743877410889,-3536.243896484375
-dxfTGcXJoc_62_376000000000005,train,True,100,50,2.221047878265381,-106.14082336425781
-dxfTGcXJoc_67_255,train,True,100,50,2.004373073577881,-5598.40234375
-dxfTGcXJoc_77_465,train,True,100,50,2.1691360473632812,-5598.400390625
-dxfTGcXJoc_90_107,train,True,100,6,2.3446574211120605,-5598.40185546875
-egA8-b7-3M_101_561,train,True,100,50,3.3912863731384277,199.12991333007812
-egA8-b7-3M_106_8795,train,True,100,50,3.531508684158325,199.1429901123047
-egA8-b7-3M_113_5595,train,True,100,50,3.3921303749084473,198.5798797607422
-egA8-b7-3M_11_282,train,True,100,50,3.6383113861083984,195.817138671875
-egA8-b7-3M_124_788,train,True,100,50,3.240520477294922,200.2976837158203
-egA8-b7-3M_150_509,train,True,100,50,3.474219799041748,198.77679443359375
-egA8-b7-3M_157_235,train,True,100,23,3.0609233379364014,193.76922607421875
-egA8-b7-3M_162_648,train,True,100,50,3.5953657627105713,199.9515838623047
-egA8-b7-3M_17_772,train,True,100,50,3.5828986167907715,199.80313110351562
-egA8-b7-3M_189_1075,train,True,100,50,2.6835224628448486,200.15155029296875
-egA8-b7-3M_1_268,train,True,100,50,3.2556638717651367,196.00656127929688
-egA8-b7-3M_27_858,train,True,100,50,3.7755038738250732,199.70347595214844
-egA8-b7-3M_35_1875,train,True,100,50,4.046111106872559,198.319091796875
-egA8-b7-3M_63_377,train,True,100,50,3.702575922012329,195.3862762451172
-egA8-b7-3M_68_1325,train,True,100,50,3.793401002883911,198.81466674804688
-egA8-b7-3M_86_116,train,True,100,9,3.5443739891052246,194.1128692626953
-egA8-b7-3M_93_848,train,True,100,50,3.3340847492218018,199.91732788085938
-hnBHBN8p5A_16_9528344671,valid,True,100,50,2.887181282043457,266.3140563964844
-hnBHBN8p5A_21_043537415,valid,True,100,50,3.1635968685150146,272.21337890625
-hnBHBN8p5A_28_4965986395,valid,True,100,50,3.1670165061950684,272.12091064453125
-hnBHBN8p5A_35_4768707483,valid,True,100,50,3.0452075004577637,273.65252685546875
-hnBHBN8p5A_40_2210884354,valid,True,100,50,2.9866509437561035,274.008056640625
-iRBcNs9oI8_0_340589569161,train,True,100,50,3.2289576530456543,216.1855010986328
-iRBcNs9oI8_10_5235827664,train,True,100,50,3.4633376598358154,215.8096160888672
-iRBcNs9oI8_16_2743764172,train,True,100,50,3.099165916442871,217.68751525878906
-iRBcNs9oI8_19_9920634921,train,True,100,50,3.172058582305908,217.68751525878906
-iRBcNs9oI8_22_06235827665,train,True,100,50,3.367710590362549,221.14498901367188
-iRBcNs9oI8_25_6442176871,train,True,100,50,3.2209808826446533,216.8018798828125
-iRBcNs9oI8_33_7546485261,train,True,100,50,3.275588035583496,216.48477172851562
-iRBcNs9oI8_36_8537414966,train,True,100,50,3.6496763229370117,216.98658752441406
-iRBcNs9oI8_42_1455782313,train,True,100,50,3.127784490585327,217.607177734375
-iRBcNs9oI8_8_044217687075001,train,True,100,50,3.211329221725464,215.8096160888672
-lqc32Zpr7M_0_0,train,False,,,,
-lqc32Zpr7M_22_4,train,False,,,,
-lqc32Zpr7M_38_514,train,True,100,50,2.521484136581421,229.29469299316406
-lqc32Zpr7M_76_448,train,True,100,50,3.0057859420776367,229.9189453125
-lzEya4AM_4_25_124,train,True,100,30,2.0305497646331787,-7899.9833984375
-lzEya4AM_4_32_907,train,True,100,50,2.137517213821411,-1453.9532470703125
-lzEya4AM_4_47_4745,train,True,100,50,1.901049017906189,-172.82765197753906
-lzEya4AM_4_63_347,train,True,100,50,2.174173593521118,-3721.256591796875
-lzEya4AM_4_78_23,train,False,,,,
-mJ2ud6oKI8_0_47029478458,train,True,100,50,0.026529736816883087,-95.49948120117188
-mJ2ud6oKI8_11_456462585,train,True,100,50,-0.09991549700498581,-95.09178161621094
-mJ2ud6oKI8_16_1757369615,train,True,100,50,1.5821244716644287,-94.96148681640625
-mJ2ud6oKI8_21_6732426304,train,True,100,50,1.3265860080718994,-94.68373107910156
-mJ2ud6oKI8_25_6841269841,train,True,100,50,1.3839168548583984,-94.467529296875
-mJ2ud6oKI8_27_2206349206,train,True,100,50,1.5196294784545898,-94.5767593383789
-mJ2ud6oKI8_29_9743764172,train,True,100,50,1.521370530128479,-94.5767593383789
-mJ2ud6oKI8_33_31678004535,train,True,100,50,1.1926921606063843,-94.35826110839844
-mJ2ud6oKI8_6_28321995465,train,True,100,50,0.05244874209165573,-95.3011474609375
-mqbVkbCndg_0_0,train,True,100,1,2.2309200763702393,170.90626525878906
-mqbVkbCndg_51_055,train,True,100,1,2.0972955226898193,169.86639404296875
-mqbVkbCndg_6_1585,train,True,100,50,2.174682855606079,169.1463623046875
-qDkUB0GgYY_30_382,valid,True,100,50,3.4976911544799805,105.87225341796875
-qDkUB0GgYY_47_155,valid,True,100,32,3.5781149864196777,104.08292388916016
-qDkUB0GgYY_57_8,valid,False,,,,
-rxZxtG0xmY_0_0,test,False,,,,
-rxZxtG0xmY_13_092,test,True,100,24,2.8900206089019775,156.67385864257812
-s9qJ7ATP7w_0_0,test,True,100,1,1.2732607126235962,374.9605407714844
-s9qJ7ATP7w_10_229,test,True,100,50,1.7505617141723633,380.9222717285156
-s9qJ7ATP7w_14_1105,test,True,100,50,1.6242351531982422,393.01971435546875
-s9qJ7ATP7w_18_939,test,True,100,50,1.8478012084960938,390.8581237792969
-s9qJ7ATP7w_22_172,test,True,100,45,1.7126247882843018,381.8409118652344
-s9qJ7ATP7w_29_59,test,True,100,9,1.4208241701126099,378.3474426269531
-s9qJ7ATP7w_31_1165,test,True,100,50,1.462792992591858,399.730712890625
-s9qJ7ATP7w_37_138,test,True,100,30,1.190179705619812,382.58428955078125
-s9qJ7ATP7w_39_313,test,True,100,50,1.2177371978759766,383.2608947753906
-s9qJ7ATP7w_6_407500000000001,test,True,100,50,1.7372291088104248,449.093505859375
-t217m2on-s_10_647,train,True,100,50,2.1583328247070312,-313.6970520019531
-t217m2on-s_43_183,train,True,100,42,2.3601183891296387,210.99522399902344
-tANM6ETl_M_0_0,train,False,,,,
-tANM6ETl_M_19_008,train,False,,,,
-tANM6ETl_M_25_3445,train,True,100,50,2.0555498600006104,39.9707145690918
-tPCytz4rww_102_588,train,True,100,50,1.231601357460022,-2942.225341796875
-tPCytz4rww_48_611,train,True,100,50,1.4437919855117798,-3289.03955078125
-tPCytz4rww_52_9075,train,True,100,50,1.2137006521224976,-166.7150115966797
-tPCytz4rww_57_402,train,True,100,50,1.2341665029525757,-5376.65576171875
-tPCytz4rww_81_027,train,False,,,,
-tPCytz4rww_90_955,train,True,100,50,1.7023757696151733,-1725.072265625
-uywlfIYOS8_24_955,valid,True,100,50,2.534463405609131,-420.3891296386719
-uywlfIYOS8_47_015,valid,False,,,,
-vxjVxOeScU_24_396,train,True,100,50,2.9454169273376465,-126.00187683105469
-vxjVxOeScU_35_94,train,True,100,18,2.7236058712005615,205.88612365722656
-vxjVxOeScU_60_085,train,True,100,8,2.7293789386749268,206.088134765625
-wMB_hJL-3o_0_0,train,False,,,,
-wMB_hJL-3o_30_642,train,True,100,50,2.081387519836426,-473.8579406738281
-wMB_hJL-3o_64_914,train,True,100,50,1.9643718004226685,20.45070457458496
-wMB_hJL-3o_75_9695,train,True,100,50,1.888389229774475,177.8370361328125
-wny0OAz3g8_0_0,train,True,100,1,3.02976131439209,257.0737609863281
-wny0OAz3g8_14_021,train,True,100,2,3.1268906593322754,251.26626586914062
-wny0OAz3g8_19_099,train,True,100,24,3.3855981826782227,252.98822021484375
-wny0OAz3g8_22_591,train,True,100,50,3.1535792350769043,294.0686340332031
-wny0OAz3g8_2_756,train,True,100,50,3.2118148803710938,301.0203857421875
-wny0OAz3g8_38_065,train,True,100,8,3.118518352508545,254.10812377929688
-wny0OAz3g8_45_519000000000005,train,True,100,50,3.177690029144287,291.9017639160156
-wny0OAz3g8_49_72,train,True,100,7,3.1874585151672363,254.158203125
-wny0OAz3g8_8_513,train,True,100,50,3.073641300201416,287.3755798339844
-yRb-Jum7EQ_44_41,test,False,,,,
-yRb-Jum7EQ_53_082,test,True,100,9,1.6205064058303833,451.5612487792969
-yRb-Jum7EQ_59_298,test,True,100,50,1.4446648359298706,451.6589660644531
-yRb-Jum7EQ_5_279,test,True,100,50,1.2282854318618774,452.004638671875
-yRb-Jum7EQ_71_34,test,False,,,,
03X1FwF6udc_10_946,train,True,100,50,2.4652063846588135,245.8661651611328
03X1FwF6udc_110_081,train,False,,,,
03X1FwF6udc_152_066,train,False,,,,
03X1FwF6udc_20_037,train,True,100,6,2.5834157466888428,243.8534698486328
03X1FwF6udc_39_751,train,True,100,50,2.751228094100952,245.302490234375
03X1FwF6udc_76_797,train,True,100,50,2.63515567779541,245.35093688964844
03X1FwF6udc_92_691,train,True,100,50,3.1572766304016113,245.5765838623047
06st0Ez_E_I_0_0,valid,False,,,,
06st0Ez_E_I_33_385,valid,True,100,50,1.5169517993927002,-1014.102783203125
07Z16yRBFUQ_15_845,train,True,100,50,1.6309280395507812,-222.30862426757812
07Z16yRBFUQ_37_297,train,True,100,50,1.4115959405899048,121.65306854248047
07Z16yRBFUQ_49_555,train,True,100,50,1.4572653770446777,121.69441986083984
0AA-wmk8WdA_10_627,train,True,100,50,1.5702381134033203,-911.169189453125
0AA-wmk8WdA_78_403,train,True,100,50,1.7044581174850464,123.18563842773438
0AkGtPzl7D8_32_448,train,True,100,50,1.3918403387069702,31.17372703552246
0BVed2nBq1g_36_93,train,True,100,15,4.551490783691406,-1018.2911376953125
0DBfvvIVmqY_0_410430839002,train,True,100,50,4.416027069091797,60.76218795776367
0DBfvvIVmqY_14_6780045351,train,True,100,50,3.3292698860168457,59.813323974609375
0DBfvvIVmqY_17_8469387755,train,True,100,50,2.576129198074341,59.55671691894531
0DBfvvIVmqY_20_6755102041,train,True,100,50,3.7712817192077637,59.55671691894531
0DBfvvIVmqY_24_4857142857,train,True,100,50,3.632685661315918,59.39067840576172
0DBfvvIVmqY_29_51541950115,train,True,100,50,3.295790672302246,59.4494514465332
0DBfvvIVmqY_32_7181405896,train,True,100,50,2.8366947174072266,59.45023727416992
0DBfvvIVmqY_35_22743764175,train,True,100,50,3.662708044052124,59.35923385620117
0DBfvvIVmqY_41_80249433105,train,True,100,50,3.5618321895599365,59.383968353271484
0DBfvvIVmqY_44_5462585034,train,True,100,50,3.0102999210357666,59.25343704223633
0DBfvvIVmqY_46_5566893424,train,True,100,50,4.288590431213379,59.25343704223633
0FA32bEZ6xI_110_091156463,train,True,100,50,2.623473882675171,129.0858612060547
0FA32bEZ6xI_116_546485261,train,True,100,50,2.990058422088623,129.09759521484375
0FA32bEZ6xI_130_804081633,train,True,100,50,2.5837173461914062,129.2294921875
0FA32bEZ6xI_133_7934240365,train,True,100,50,2.644744396209717,129.33489990234375
0FA32bEZ6xI_145_141496599,train,True,100,50,2.740553140640259,129.17184448242188
0FA32bEZ6xI_14_0455782313,train,True,100,50,2.6347222328186035,-60.03805923461914
0FA32bEZ6xI_156_655328798,train,True,100,50,2.60272216796875,129.2433319091797
0FA32bEZ6xI_15_5671201814,train,True,100,50,2.2310023307800293,-60.03805923461914
0FA32bEZ6xI_163_929931973,train,True,100,50,2.5473415851593018,129.09304809570312
0FA32bEZ6xI_176_66984127,train,True,100,50,2.497295379638672,129.1956787109375
0FA32bEZ6xI_181_548752834,train,True,100,50,2.5490293502807617,129.218017578125
0FA32bEZ6xI_194_121315193,train,True,100,50,2.5764389038085938,129.09718322753906
0FA32bEZ6xI_199_936961451,train,True,100,50,2.6003143787384033,129.15325927734375
0FA32bEZ6xI_19_4172335601,train,True,100,50,2.9435112476348877,-60.035152435302734
0FA32bEZ6xI_212_099319728,train,True,100,50,2.6725845336914062,129.04310607910156
0FA32bEZ6xI_221_8682539685,train,True,100,50,2.224992513656616,128.9132537841797
0FA32bEZ6xI_225_579818594,train,True,100,50,2.5673186779022217,129.01507568359375
0FA32bEZ6xI_29_1650793651,train,True,100,50,2.628920078277588,-60.32645034790039
0FA32bEZ6xI_39_3818594104,train,True,100,50,2.505483627319336,129.7849578857422
0FA32bEZ6xI_43_403854875250005,train,True,100,50,2.0298707485198975,129.946533203125
0FA32bEZ6xI_49_879138322,train,True,100,50,2.4995973110198975,129.82351684570312
0FA32bEZ6xI_58_9185941043,train,True,100,50,2.1788856983184814,129.66305541992188
0FA32bEZ6xI_5_29931972789,train,True,100,50,2.817838668823242,-59.99752426147461
0FA32bEZ6xI_68_42698412695,train,True,100,50,2.5993573665618896,129.61581420898438
0FA32bEZ6xI_77_1371882086,train,True,100,50,2.287033796310425,129.3719940185547
0FA32bEZ6xI_79_00294784580001,train,True,100,50,2.072266101837158,129.3719940185547
0FA32bEZ6xI_8_19387755102,train,True,100,50,2.156261682510376,-59.935997009277344
0FA32bEZ6xI_93_0299319728,train,True,100,50,2.7444045543670654,129.35707092285156
0FA32bEZ6xI_95_91451247165,train,True,100,50,2.2868425846099854,129.26783752441406
0Fqav67TDEw_6_936,test,True,100,50,2.9224302768707275,163.1669921875
0JaYazphxfM_30_332,test,True,100,50,3.5852065086364746,150.59573364257812
0JaYazphxfM_42_2965,test,True,100,50,3.6258883476257324,149.09884643554688
0JuRmhhgMw8_0_351,train,False,,,,
0JuRmhhgMw8_16_3905,train,True,100,50,2.721134662628174,139.1580047607422
0JuRmhhgMw8_32_0345,train,True,100,50,2.3184235095977783,140.43406677246094
0JuRmhhgMw8_44_681,train,True,100,50,2.563624143600464,330.221923828125
0JuRmhhgMw8_54_763,train,True,100,50,2.706943988800049,330.18768310546875
0JuRmhhgMw8_5_7695,train,True,100,50,2.2441089153289795,139.80767822265625
0JuRmhhgMw8_72_35300000000001,train,True,100,50,2.447349786758423,330.2430114746094
0JuRmhhgMw8_88_4365,train,True,100,50,2.396927833557129,329.4410705566406
0K7dCp80n9c_20_954,test,True,100,50,1.9197806119918823,-3505.039794921875
0K7dCp80n9c_30_4985,test,True,100,50,2.0915417671203613,-496.4501953125
0K7dCp80n9c_37_0235,test,True,100,50,2.0096614360809326,-9169.29296875
0K7dCp80n9c_47_3545,test,True,100,50,1.8747267723083496,-683.3329467773438
0K7dCp80n9c_51_3405,test,True,100,50,2.073619842529297,-871.4600830078125
0K7dCp80n9c_8_482,test,True,100,50,2.056086540222168,-7471.2919921875
0K7dCp80n9c_94_207,test,True,100,34,1.8111721277236938,-9169.2919921875
0K7dCp80n9c_98_469,test,True,100,50,1.848047137260437,-7282.64111328125
0OC3wf9x3zQ_0_0124716553288,train,True,100,50,2.800569772720337,143.19334411621094
0OC3wf9x3zQ_101_83106576,train,True,100,50,3.832955837249756,143.4309539794922
0OC3wf9x3zQ_110_02244898,train,True,100,50,3.992716073989868,143.3966827392578
0OC3wf9x3zQ_16_993877551,train,True,100,50,3.04823637008667,143.07537841796875
0OC3wf9x3zQ_25_5444444444,train,True,100,50,3.378025531768799,143.00721740722656
0OC3wf9x3zQ_39_5426303855,train,True,100,50,3.3041937351226807,143.01565551757812
0OC3wf9x3zQ_3_97346938776,train,True,100,50,4.118699073791504,143.12400817871094
0OC3wf9x3zQ_48_4324263039,train,True,100,50,3.008568525314331,143.0902099609375
0OC3wf9x3zQ_60_5448979592,train,True,100,50,3.0197603702545166,143.24801635742188
0OC3wf9x3zQ_74_5231292517,train,True,100,50,4.050786972045898,143.3209686279297
0OC3wf9x3zQ_79_2324263039,train,True,100,50,3.3222861289978027,143.41455078125
0OXeN3MhFeA_0_0,train,False,,,,
0OXeN3MhFeA_15_632,train,True,100,50,2.186570405960083,-6720.5322265625
0OXeN3MhFeA_54_278,train,True,100,50,2.4130859375,-9169.29296875
0OXeN3MhFeA_64_784,train,True,100,50,2.5083742141723633,-5212.505859375
0OXeN3MhFeA_70_45249999999999,train,True,100,50,2.4849965572357178,-305.88751220703125
0OXeN3MhFeA_76_1045,train,True,100,50,2.617900848388672,-3706.0869140625
0OXeN3MhFeA_9_8,train,False,,,,
0PlQc98SccA_0_0,test,False,,,,
0PlQc98SccA_17_761,test,True,100,50,3.0782108306884766,-947.6105346679688
0PlQc98SccA_24_886000000000003,test,True,100,50,3.2808563709259033,-79.06684875488281
0SfejBuLgFo_1_39818594104,train,True,100,50,2.17195725440979,510.81060791015625
0SfejBuLgFo_22_830612244900003,train,True,100,50,1.890131950378418,508.51287841796875
0SfejBuLgFo_25_4247165533,train,True,100,50,2.1719658374786377,508.30322265625
0SfejBuLgFo_31_3412698413,train,True,100,50,2.1553213596343994,509.88421630859375
0SfejBuLgFo_34_6238095238,train,True,100,50,2.307600498199463,509.7130432128906
0SfejBuLgFo_39_2682539683,train,True,100,50,2.942668914794922,509.61004638671875
0SfejBuLgFo_41_56303854875,train,True,100,50,2.197913408279419,508.5549621582031
0SfejBuLgFo_9_625623582765,train,True,100,50,2.021085023880005,512.0872802734375
0Svu5BldR5A_0_0,train,True,100,1,2.8301942348480225,102.42770385742188
0Svu5BldR5A_76_956,train,True,100,50,2.449601888656616,109.16673278808594
0W4WsjhDgUI_17_352,train,True,100,50,1.6626015901565552,-357.4609680175781
0WIwQgH4lKg_21_0136054422,train,True,100,50,3.582834243774414,59.190826416015625
0WIwQgH4lKg_26_57210884355,train,True,100,50,3.402336835861206,63.50227355957031
0WIwQgH4lKg_34_6526077098,train,True,100,50,3.800811290740967,62.88427734375
0WIwQgH4lKg_41_3274376417,train,True,100,50,3.1658003330230713,60.10112380981445
0WIwQgH4lKg_43_5634920635,train,True,100,50,4.112161159515381,60.10112380981445
0WIwQgH4lKg_45_6188208617,train,True,100,50,3.979849100112915,59.989803314208984
0Xs8wJrAmxs_29_764,train,True,100,50,2.280656576156616,157.13812255859375
0Xs8wJrAmxs_43_802,train,True,100,50,2.8196709156036377,157.09542846679688
0Xs8wJrAmxs_56_6485,train,True,100,50,2.7955710887908936,165.59686279296875
0Xs8wJrAmxs_64_815,train,True,100,50,2.3664305210113525,157.19198608398438
0YdYFtVdlWE_107_49,train,False,,,,
0YdYFtVdlWE_109_5,train,False,,,,
0YdYFtVdlWE_130_453,train,True,100,50,2.9659903049468994,-4300.44482421875
0YdYFtVdlWE_22_26,train,True,100,1,2.9322359561920166,-9169.294921875
0YdYFtVdlWE_28_44,train,True,100,5,2.3856217861175537,-9169.2939453125
0YdYFtVdlWE_32_58,train,True,100,7,2.033804416656494,-9169.294921875
0YdYFtVdlWE_34_77,train,True,100,11,2.740683078765869,-9169.29296875
0YdYFtVdlWE_38_91,train,True,100,13,2.607792854309082,-9169.294921875
0YdYFtVdlWE_46_41,train,False,,,,
0YdYFtVdlWE_61_59,train,False,,,,
0YdYFtVdlWE_76_71,train,False,,,,
0YdYFtVdlWE_81_96,train,True,100,4,2.5178544521331787,-9169.294921875
0YdYFtVdlWE_94_38,train,False,,,,
0YdYFtVdlWE_96_57,train,False,,,,
0YdYFtVdlWE_97_26,train,False,,,,
0YdYFtVdlWE_9_51,train,True,100,10,2.5859365463256836,-9169.2939453125
0YiAKqU36KE_0_0,test,True,100,1,3.2028822898864746,355.9656677246094
0YiAKqU36KE_17_641,test,True,100,50,3.5039923191070557,346.3809509277344
0YiAKqU36KE_28_977,test,True,100,50,2.9822804927825928,346.2904052734375
0YiAKqU36KE_32_6035,test,True,100,50,3.120980739593506,344.34783935546875
0YiAKqU36KE_36_1,test,False,,,,
0YiAKqU36KE_39_6125,test,True,100,50,3.0337767601013184,344.6577453613281
0YiAKqU36KE_41_194,test,True,100,46,3.330228090286255,351.3392639160156
0YiAKqU36KE_46_856,test,True,100,50,3.3160789012908936,345.9387512207031
0YiAKqU36KE_9_21,test,True,100,4,3.1903188228607178,355.7572937011719
0bsTzavb-AE_18_32,train,True,100,4,4.045976638793945,249.1628875732422
0bsTzavb-AE_28_8965,train,True,100,50,3.8354074954986572,240.75978088378906
0bsTzavb-AE_37_8365,train,True,100,50,4.010232925415039,240.620361328125
0bsTzavb-AE_43_524,train,True,100,50,4.37254524230957,245.6478271484375
