sample_id,split,audio_frames,vision_frames,audio_temporal_var,vision_temporal_var,audio_all_zero,vision_all_zero,audio_nan,vision_nan,audio_inf,vision_inf
0h-zjBukYpk_20,train,100,32,0.03612725809216499,1.0215299129486084,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_21,train,56,32,0.020138194784522057,1.0568108558654785,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_22,train,100,32,0.017395468428730965,1.0515563488006592,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_23,train,100,32,0.024777671322226524,1.015834093093872,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_24,train,66,32,0.025525979697704315,1.0211212635040283,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_25,train,100,32,0.024242384359240532,0.9829962253570557,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_3,train,100,32,0.04829918220639229,1.0121793746948242,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_4,train,100,32,0.03106912225484848,1.0296504497528076,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_5,train,100,32,0.05150817707180977,0.9843534231185913,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_6,train,100,32,0.03656822070479393,1.03357994556427,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_7,train,100,32,0.020715923979878426,1.0604913234710693,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_8,train,100,32,0.0425700843334198,1.0920559167861938,0.0,0.0,0.0,0.0,0.0,0.0
0h-zjBukYpk_9,train,100,32,0.04575834050774574,1.0142309665679932,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_1,train,100,32,0.04659181833267212,1.0304100513458252,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_10,train,64,32,0.017848728224635124,1.045339822769165,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_11,train,100,32,0.027365989983081818,1.0467995405197144,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_12,train,100,32,0.01867898739874363,1.0499204397201538,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_13,train,100,32,0.028219109401106834,1.0333728790283203,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_14,train,74,32,0.02631579525768757,1.0597176551818848,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_2,train,100,32,0.024708418175578117,1.0502887964248657,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_3,train,100,32,0.020715856924653053,1.0561751127243042,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_4,train,100,32,0.030655555427074432,1.033671259880066,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_5,train,100,32,0.031137501820921898,1.043497085571289,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_6,train,100,32,0.024096885696053505,1.0258175134658813,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_7,train,100,32,0.031061245128512383,1.0390397310256958,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_8,train,64,32,0.03073704056441784,1.036494493484497,0.0,0.0,0.0,0.0,0.0,0.0
1DmNV9C1hbY_9,train,100,32,0.02838113345205784,1.052492380142212,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_1,train,74,32,0.028174182400107384,0.9448029398918152,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_10,train,100,32,0.028758017346262932,0.9213428497314453,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_11,train,100,32,0.033200833946466446,0.9054657220840454,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_12,train,79,32,0.02646094560623169,0.9106879234313965,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_13,train,99,32,0.027972156181931496,0.9330320358276367,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_14,train,100,32,0.03622540459036827,0.9129061698913574,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_15,train,100,32,0.02008555643260479,0.8943741917610168,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_16,train,100,32,0.029778072610497475,0.8944380879402161,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_17,train,100,32,0.02492622472345829,0.8752259016036987,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_18,train,100,32,0.03884405270218849,0.9501825571060181,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_19,train,100,32,0.032037731260061264,0.8951894044876099,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_2,train,93,32,0.014024085365235806,0.9097267389297485,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_20,train,100,32,0.041782986372709274,0.914128303527832,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_21,train,100,32,0.03076377511024475,0.908132016658783,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_22,train,100,32,0.024862417951226234,0.882392406463623,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_23,train,100,32,0.014481429010629654,0.8713138699531555,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_24,train,100,32,0.02688242495059967,0.8898826837539673,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_25,train,100,32,0.021241875365376472,0.8789348006248474,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_26,train,100,32,0.021356036886572838,0.8713483810424805,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_27,train,100,32,0.026181809604167938,0.8854883313179016,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_28,train,100,32,0.02549482323229313,0.8732489347457886,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_29,train,100,32,0.02241322584450245,0.9781322479248047,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_3,train,100,32,0.018162472173571587,0.9032747149467468,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_30,train,84,32,0.022906223312020302,0.9374825954437256,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_4,train,100,32,0.05060717090964317,0.9447344541549683,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_5,train,100,32,0.019373731687664986,0.9395626783370972,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_6,train,69,32,0.018929870799183846,0.9398298263549805,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_7,train,100,32,0.023781098425388336,0.9400252103805542,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_8,train,96,32,0.02802286110818386,0.9727472066879272,0.0,0.0,0.0,0.0,0.0,0.0
1iG0909rllw_9,train,100,32,0.023318598046898842,0.9376181364059448,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_1,train,100,32,0.027479639276862144,1.0407822132110596,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_10,train,71,32,0.03349330648779869,1.0365890264511108,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_11,train,100,32,0.038343172520399094,1.0307254791259766,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_12,train,88,32,0.0191198717802763,1.0515331029891968,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_13,train,100,32,0.019713370129466057,1.0582737922668457,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_14,train,66,32,0.03720632568001747,1.0964515209197998,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_15,train,66,32,0.04409864544868469,1.0373566150665283,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_16,train,100,32,0.028625428676605225,1.0645675659179688,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_17,train,100,32,0.0316944420337677,1.0671584606170654,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_18,train,64,32,0.023811936378479004,1.0605647563934326,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_19,train,100,32,0.019859900698065758,1.0199695825576782,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_2,train,36,32,0.021928831934928894,1.0480773448944092,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_20,train,54,32,0.033369120210409164,1.0611598491668701,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_21,train,48,32,0.029704174026846886,1.0632380247116089,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_22,train,94,32,0.027722055092453957,1.07505202293396,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_23,train,64,32,0.038113344460725784,1.0756949186325073,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_24,train,100,32,0.02499391883611679,1.0266449451446533,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_25,train,44,32,0.026400795206427574,1.05328369140625,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_26,train,100,32,0.0376676581799984,1.0731947422027588,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_27,train,81,32,0.02061709202826023,1.084082841873169,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_28,train,100,32,0.02564450539648533,1.0783910751342773,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_29,train,100,32,0.02450624667108059,1.0491001605987549,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_3,train,100,32,0.019649876281619072,1.0082283020019531,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_30,train,79,32,0.019191185012459755,1.0406723022460938,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_31,train,100,32,0.02881266176700592,1.0511555671691895,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_32,train,61,32,0.036785632371902466,1.0928400754928589,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_33,train,73,32,0.024381617084145546,1.068341612815857,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_34,train,89,32,0.027724603191018105,1.0566813945770264,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_35,train,100,32,0.0284892525523901,1.0452423095703125,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_36,train,100,32,0.026684755459427834,1.0452020168304443,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_37,train,93,32,0.02683398686349392,1.0566736459732056,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_38,train,100,32,0.028878742828965187,1.0472421646118164,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_39,train,100,32,0.020530078560113907,1.0579580068588257,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_4,train,100,32,0.03217308595776558,1.0122281312942505,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_40,train,93,32,0.03527827933430672,1.0532060861587524,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_41,train,100,32,0.022223850712180138,1.0249238014221191,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_42,train,93,32,0.04362400248646736,1.064969778060913,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_43,train,100,32,0.0336834192276001,1.0555073022842407,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_44,train,100,32,0.02419096790254116,1.018296480178833,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_45,train,93,32,0.028774702921509743,1.0768213272094727,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_46,train,61,32,0.03160275146365166,1.0303685665130615,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_47,train,74,32,0.023924579843878746,1.019249439239502,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_48,train,51,32,0.021666213870048523,1.0540677309036255,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_49,train,100,32,0.030979273840785027,1.0493998527526855,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_5,train,100,32,0.020246250554919243,1.035764455795288,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_50,train,100,32,0.04129909351468086,1.0754328966140747,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_51,train,100,32,0.02279394119977951,1.0482361316680908,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_52,train,83,32,0.02848176658153534,1.051387071609497,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_53,train,68,32,0.020642442628741264,1.0679854154586792,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_54,train,100,32,0.02346852421760559,1.0568808317184448,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_55,train,100,32,0.029165877029299736,1.0560884475708008,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_56,train,100,32,0.02354675717651844,1.0323127508163452,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_57,train,100,32,0.017396925017237663,1.0182665586471558,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_58,train,100,32,0.03900780901312828,0.9552918672561646,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_59,train,93,32,0.02255244553089142,1.063814401626587,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_6,train,100,32,0.026850545778870583,1.03512704372406,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_60,train,86,32,0.01944279484450817,1.0630929470062256,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_61,train,51,32,0.02588646113872528,1.0819761753082275,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_62,train,71,32,0.03752698376774788,1.0653879642486572,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_63,train,100,32,0.02493278682231903,1.0933198928833008,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_7,train,74,32,0.01993810385465622,1.0239078998565674,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_8,train,100,32,0.03619704768061638,1.0189449787139893,0.0,0.0,0.0,0.0,0.0,0.0
2WGyTLYerpo_9,train,100,32,0.03110564686357975,1.033442735671997,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_1,train,100,32,0.021963289007544518,0.8821346759796143,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_10,train,100,32,0.03949965909123421,0.9341784119606018,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_11,train,100,32,0.03391797095537186,0.9341859817504883,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_12,train,68,32,0.02110455371439457,0.9200804829597473,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_13,train,100,32,0.02496272325515747,0.9312512278556824,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_14,train,100,32,0.019826171919703484,0.9121882915496826,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_15,train,81,32,0.024810416623950005,0.9382349252700806,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_16,train,100,32,0.014967896975576878,0.9406435489654541,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_17,train,100,32,0.02634589560329914,0.9153618216514587,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_18,train,94,32,0.025060968473553658,0.9226781129837036,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_19,train,100,32,0.018157055601477623,0.9228573441505432,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_2,train,100,32,0.029299572110176086,0.9424232840538025,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_20,train,100,32,0.03383155167102814,0.9179007411003113,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_21,train,100,32,0.02355400286614895,0.9295370578765869,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_22,train,100,32,0.028122251853346825,0.9290509819984436,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_23,train,100,32,0.03933150693774223,0.9020736217498779,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_24,train,100,32,0.019448772072792053,0.9201002717018127,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_25,train,100,32,0.026542892679572105,0.9267536401748657,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_26,train,100,32,0.02571488358080387,0.9281418919563293,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_27,train,100,32,0.03212819993495941,0.9237886071205139,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_28,train,100,32,0.02439136803150177,0.9244937896728516,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_29,train,84,32,0.018830783665180206,0.9528868198394775,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_3,train,100,32,0.028487296774983406,0.9432175755500793,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_30,train,100,32,0.024344151839613914,0.9244338274002075,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_4,train,100,32,0.032687023282051086,0.925025224685669,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_5,train,86,32,0.017657091841101646,0.9518100023269653,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_6,train,94,32,0.018245743587613106,0.9337902069091797,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_7,train,100,32,0.022586582228541374,0.9093533754348755,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_8,train,63,32,0.023074304684996605,0.917690634727478,0.0,0.0,0.0,0.0,0.0,0.0
2iD-tVS8NPw_9,train,99,32,0.034297771751880646,0.9319261312484741,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_1,train,100,32,0.037992317229509354,1.047102928161621,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_10,train,100,32,0.0296403169631958,1.0425760746002197,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_11,train,100,32,0.032741352915763855,1.022675633430481,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_12,train,100,32,0.018797174096107483,1.0376163721084595,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_13,train,83,32,0.05080660060048103,1.0502768754959106,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_14,train,100,32,0.02277677319943905,1.041152000427246,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_15,train,83,32,0.027846379205584526,1.057131052017212,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_16,train,100,32,0.045160453766584396,1.0291486978530884,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_17,train,100,32,0.02372530661523342,1.0458984375,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_18,train,100,32,0.02916673570871353,1.043899655342102,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_19,train,100,32,0.027498850598931313,1.0458554029464722,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_2,train,100,32,0.03584624454379082,1.0450761318206787,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_20,train,100,32,0.03662913292646408,1.0439497232437134,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_21,train,100,32,0.03595596179366112,1.0333346128463745,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_22,train,100,32,0.03516282141208649,1.0338990688323975,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_23,train,100,32,0.02606290578842163,1.0422630310058594,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_24,train,100,32,0.04431072995066643,0.748848021030426,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_3,train,49,32,0.027328401803970337,1.0594443082809448,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_4,train,38,32,0.03963300585746765,1.0630311965942383,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_5,train,98,32,0.03224444389343262,1.0439430475234985,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_6,train,69,32,0.027612745761871338,1.0627858638763428,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_7,train,100,32,0.03691498190164566,1.036278247833252,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_8,train,56,32,0.03163362666964531,1.0476694107055664,0.0,0.0,0.0,0.0,0.0,0.0
5W7Z1C_fDaE_9,train,100,32,0.031588684767484665,1.0523444414138794,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_1,train,100,32,0.0278652161359787,1.0261554718017578,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_10,train,100,32,0.03629237413406372,1.0118788480758667,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_11,train,100,32,0.037600163370370865,0.9905327558517456,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_12,train,100,32,0.03223408758640289,1.0166689157485962,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_2,train,100,32,0.029053186997771263,1.0230119228363037,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_3,train,100,32,0.05046018958091736,1.021854043006897,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_4,train,100,32,0.028076380491256714,1.0358359813690186,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_5,train,100,32,0.03593248128890991,1.0158441066741943,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_6,train,100,32,0.023428628221154213,0.9979103207588196,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_7,train,100,32,0.048903387039899826,1.041584849357605,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_8,train,100,32,0.034769169986248016,1.0054187774658203,0.0,0.0,0.0,0.0,0.0,0.0
6Egk_28TtTM_9,train,100,32,0.03422233834862709,1.0219184160232544,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_1,train,100,32,0.022336766123771667,0.9868878126144409,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_10,train,100,32,0.017619814723730087,0.9911485314369202,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_11,train,94,32,0.01592167839407921,0.9741432070732117,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_12,train,100,32,0.0331246554851532,1.0055456161499023,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_13,train,56,32,0.040782902389764786,1.0329904556274414,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_14,train,100,32,0.03260045498609543,1.0087778568267822,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_2,train,100,32,0.02440376579761505,0.965476393699646,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_3,train,100,32,0.03131413087248802,1.0041000843048096,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_4,train,73,32,0.021397560834884644,1.0060282945632935,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_5,train,91,32,0.039213333278894424,0.9781675934791565,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_6,train,100,32,0.04780590534210205,0.9987975358963013,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_7,train,100,32,0.06508782505989075,1.0093367099761963,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_8,train,100,32,0.03316124156117439,0.9976971745491028,0.0,0.0,0.0,0.0,0.0,0.0
6_0THN4chvY_9,train,100,32,0.034054916352033615,0.9999834299087524,0.0,0.0,0.0,0.0,0.0,0.0
73jzhE8R1TQ_1,train,100,32,0.0280178040266037,1.0246186256408691,0.0,0.0,0.0,0.0,0.0,0.0
73jzhE8R1TQ_10,train,100,32,0.02966984175145626,1.0330212116241455,0.0,0.0,0.0,0.0,0.0,0.0
