video_id,clip_id,text,label,label_T,label_A,label_V,annotation,mode
125676,0,,-0.3333333432674408,,,,,train
125708,0,,0.0,,,,,train
125730,0,,0.0,,,,,train
125845,0,,0.6666666865348816,,,,,train
125895,0,,2.0,,,,,train
126542,0,,0.0,,,,,train
126831,0,,0.3333333432674408,,,,,train
126872,0,,0.0,,,,,train
127470,0,,0.0,,,,,train
127539,0,,-0.3333333432674408,,,,,train
128059,0,,0.0,,,,,train
12812,0,,0.0,,,,,train
128258,0,,0.3333333432674408,,,,,train
128752,0,,0.0,,,,,train
128763,0,,0.0,,,,,train
128949,0,,0.6666666865348816,,,,,train
129733,0,,0.0,,,,,train
130149,0,,1.3333333730697632,,,,,train
130366,0,,0.3333333432674408,,,,,train
130426,0,,-2.0,,,,,train
130448,0,,1.0,,,,,train
130456,0,,0.3333333432674408,,,,,train
130633,0,,0.0,,,,,train
131650,0,,0.3333333432674408,,,,,train
131871,0,,0.0,,,,,train
131936,0,,0.3333333432674408,,,,,train
132028,0,,0.0,,,,,train
134252,0,,0.3333333432674408,,,,,train
135623,0,,0.0,,,,,train
136196,0,,0.3333333432674408,,,,,train
136205,0,,0.0,,,,,train
136211,0,,1.6666666269302368,,,,,train
136215,0,,0.0,,,,,train
137827,0,,0.3333333432674408,,,,,train
139006,0,,0.6666666865348816,,,,,train
139032,0,,0.3333333432674408,,,,,train
13JpsLvddoY,0,,1.6666666269302368,,,,,train
140293,0,,0.0,,,,,train
140317,0,,0.3333333432674408,,,,,train
154449,0,,0.0,,,,,train
15837,0,,0.0,,,,,train
15Wu4U2VPLw,0,,0.0,,,,,train
15ktF-6wutk,0,,0.3333333432674408,,,,,train
167521,0,,0.6666666865348816,,,,,train
173CpFb3clw,0,,0.0,,,,,train
180923,0,,0.0,,,,,train
180971,0,,0.0,,,,,train
184784,0,,0.0,,,,,train
186631,0,,0.0,,,,,train
188122,0,,-0.3333333432674408,,,,,train
188343,0,,0.0,,,,,train
189966,0,,0.3333333432674408,,,,,train
18JTkk8JbeU,0,,0.0,,,,,train
18QjfdhJEM4,0,,0.0,,,,,train
190740,0,,0.0,,,,,train
190743,0,,0.0,,,,,train
192799,0,,0.3333333432674408,,,,,train
193291,0,,-0.3333333432674408,,,,,train
194299,0,,0.0,,,,,train
194625,0,,0.0,,,,,train
197778,0,,0.3333333432674408,,,,,train
198112,0,,0.3333333432674408,,,,,train
19k6sEC7814,0,,0.6666666865348816,,,,,train
1A-aRhYx-GQ,0,,1.0,,,,,train
1A7dqFxx8wU,0,,0.3333333432674408,,,,,train
1CjUHNYzW1E,0,,1.3333333730697632,,,,,train
1ESU5ONMMxs,0,,-1.0,,,,,train
1F0qH0EEBfo,0,,1.6666666269302368,,,,,train
1Gp4l-ZTCVk,0,,1.0,,,,,train
1HK7Nea0PFo,0,,0.3333333432674408,,,,,train
1HS2HcN2LDo,0,,0.3333333432674408,,,,,train
1J9Fa995Ojs,0,,1.0,,,,,train
1JQ9UCBEmCU,0,,0.0,,,,,train
1LkYxsqRPZM,0,,2.3333332538604736,,,,,train
1RBT,QoSkIU,,-0.3333333432674408,,,,,train
1RxliidxXyQ,0,,0.0,,,,,train
1S4p-Lfhbp4,0,,0.3333333432674408,,,,,train
1S6ji,d4OLI,,0.3333333432674408,,,,,train
1W38PnuWIkM,0,,-1.3333333730697632,,,,,train
1YEgMQ1xxzQ,0,,-1.6666666269302368,,,,,train
1ZjIX9AK860,0,,0.3333333432674408,,,,,train
1bzS0YF5hfs,0,,0.6666666865348816,,,,,train
1cyUKHOvdYY,0,,0.3333333432674408,,,,,train
1dWsw38VDjY,0,,1.3333333730697632,,,,,train
1fqNb8cfLFE,0,,0.6666666865348816,,,,,train
1jogeKX0wGw,0,,2.6666667461395264,,,,,train
1k7br8xXMSU,0,,0.0,,,,,train
1knHBRVPoYQ,0,,1.3333333730697632,,,,,train
1mHjMNZZvFo,0,,1.3333333730697632,,,,,train
1o8Gy4J6WSs,0,,1.6666666269302368,,,,,train
1olbQVO,C-8,,0.0,,,,,train
1pl2FVdQWj0,0,,0.3333333432674408,,,,,train
1pvK0,9SQns,,0.0,,,,,train
1rVly2oeBJg,0,,0.6666666865348816,,,,,train
1sJjdaXXuJg,0,,2.0,,,,,train
1tQOvm5eQOA,0,,1.3333333730697632,,,,,train
1tuMFJnlXJc,0,,0.3333333432674408,,,,,train
1x7kf9vArjU,0,,1.0,,,,,train
1zXAYdPdzy8,0,,-0.3333333432674408,,,,,train
2-4autDbHVQ,0,,0.6666666865348816,,,,,train
2-5hH,k2VFk,,0.6666666865348816,,,,,train
2-EJz4RG4g4,0,,1.6666666269302368,,,,,train
200941,0,,0.0,,,,,train
201005,0,,0.3333333432674408,,,,,train
201582,0,,0.0,,,,,train
202431,0,,0.3333333432674408,,,,,train
202810,0,,2.0,,,,,train
202826,0,,0.0,,,,,train
202990,0,,0.0,,,,,train
206049,0,,1.0,,,,,train
206051,0,,0.3333333432674408,,,,,train
206376,0,,0.3333333432674408,,,,,train
206507,0,,0.0,,,,,train
206585,0,,0.3333333432674408,,,,,train
206606,0,,0.3333333432674408,,,,,train
207812,0,,0.3333333432674408,,,,,train
208148,0,,0.0,,,,,train
208299,0,,0.3333333432674408,,,,,train
208322,0,,0.3333333432674408,,,,,train
208416,0,,0.3333333432674408,,,,,train
208592,0,,0.3333333432674408,,,,,train
209354,0,,0.3333333432674408,,,,,train
209758,0,,1.6666666269302368,,,,,train
209775,0,,0.3333333432674408,,,,,train
20LfN8ENbhM,0,,2.3333332538604736,,,,,train
210238,0,,0.3333333432674408,,,,,train
210259,0,,0.0,,,,,train
210433,0,,0.0,,,,,train
210618,0,,3.0,,,,,train
21137,0,,1.0,,,,,train
211875,0,,0.0,,,,,train
212532,0,,0.3333333432674408,,,,,train
213327,0,,0.0,,,,,train
213619,0,,-0.3333333432674408,,,,,train
214095,0,,0.3333333432674408,,,,,train
215259,0,,0.3333333432674408,,,,,train
215318,0,,0.6666666865348816,,,,,train
216007,0,,0.6666666865348816,,,,,train
216097,0,,0.0,,,,,train
21638,0,,0.3333333432674408,,,,,train
216857,0,,0.0,,,,,train
218708,0,,0.0,,,,,train
219310,0,,0.0,,,,,train
219775,0,,0.0,,,,,train
21Kxt5L9OBE,0,,0.0,,,,,train
220134,0,,0.0,,,,,train
220200,0,,0.6666666865348816,,,,,train
220548,0,,-0.6666666865348816,,,,,train
221137,0,,0.3333333432674408,,,,,train
221153,0,,0.3333333432674408,,,,,train
221274,0,,0.3333333432674408,,,,,train
221740,0,,0.0,,,,,train
222116,0,,1.0,,,,,train
222247,0,,0.0,,,,,train
223431,0,,0.3333333432674408,,,,,train
22373,0,,0.0,,,,,train
223926,0,,0.0,,,,,train
224263,0,,0.0,,,,,train
224370,0,,0.0,,,,,train
224599,0,,0.0,,,,,train
224631,0,,0.6666666865348816,,,,,train
224772,0,,0.0,,,,,train
224817,0,,0.0,,,,,train
224869,0,,0.6666666865348816,,,,,train
225343,0,,0.0,,,,,train
225416,0,,-0.3333333432674408,,,,,train
225768,0,,0.3333333432674408,,,,,train
225770,0,,0.0,,,,,train
226601,0,,0.3333333432674408,,,,,train
226640,0,,0.6666666865348816,,,,,train
22689,0,,0.0,,,,,train
227173,0,,0.3333333432674408,,,,,train
227416,0,,0.0,,,,,train
227426,0,,0.0,,,,,train
22821,0,,0.0,,,,,train
22880,0,,0.0,,,,,train
229090,0,,0.3333333432674408,,,,,train
229903,0,,0.0,,,,,train
229967,0,,0.0,,,,,train
230252,0,,0.0,,,,,train
231025,0,,1.6666666269302368,,,,,train
233171,0,,0.3333333432674408,,,,,train
233356,0,,0.6666666865348816,,,,,train
233366,0,,0.3333333432674408,,,,,train
233389,0,,0.0,,,,,train
233939,0,,0.3333333432674408,,,,,train
234046,0,,0.3333333432674408,,,,,train
234053,0,,0.6666666865348816,,,,,train
234587,0,,1.0,,,,,train
236021,0,,0.0,,,,,train
236399,0,,0.0,,,,,train
236442,0,,0.3333333432674408,,,,,train
23656,0,,0.3333333432674408,,,,,train
236696,0,,0.3333333432674408,,,,,train
237009,0,,0.3333333432674408,,,,,train
237363,0,,0.3333333432674408,,,,,train
238023,0,,0.0,,,,,train
238039,0,,0.0,,,,,train
238060,0,,0.3333333432674408,,,,,train
238063,0,,0.3333333432674408,,,,,train
238100,0,,0.0,,,,,train
238645,0,,0.3333333432674408,,,,,train
238683,0,,0.0,,,,,train
238889,0,,0.0,,,,,train
239235,0,,0.0,,,,,train
239572,0,,0.0,,,,,train
23YlZoucbyM,0,,-0.3333333432674408,,,,,train
240915,0,,0.0,,,,,train
241164,0,,0.0,,,,,train
241172,0,,0.0,,,,,train
241629,0,,1.0,,,,,train
241638,0,,0.3333333432674408,,,,,train
24196,0,,0.3333333432674408,,,,,train
24202,0,,-0.3333333432674408,,,,,train
243338,0,,0.0,,,,,train
243341,0,,-1.0,,,,,train
24351,0,,0.3333333432674408,,,,,train
243646,0,,0.3333333432674408,,,,,train
243981,0,,0.0,,,,,train
244180,0,,1.0,,,,,train
244261,0,,0.6666666865348816,,,,,train
244623,0,,1.0,,,,,train
244817,0,,-0.6666666865348816,,,,,train
244829,0,,1.3333333730697632,,,,,train
244836,0,,0.0,,,,,train
24504,0,,0.3333333432674408,,,,,train
245243,0,,2.0,,,,,train
245276,0,,-1.6666666269302368,,,,,train
245322,0,,0.6666666865348816,,,,,train
245497,0,,0.3333333432674408,,,,,train
245582,0,,0.0,,,,,train
247318,0,,0.0,,,,,train
247382,0,,0.0,,,,,train
248837,0,,0.3333333432674408,,,,,train
24xayGF5yYA,0,,1.6666666269302368,,,,,train
250430,0,,0.6666666865348816,,,,,train
251417,0,,1.0,,,,,train
251646,0,,0.3333333432674408,,,,,train
251826,0,,1.0,,,,,train
251839,0,,0.3333333432674408,,,,,train
252097,0,,1.3333333730697632,,,,,train
252177,0,,0.6666666865348816,,,,,train
25271,0,,0.0,,,,,train
252912,0,,0.3333333432674408,,,,,train
252998,0,,0.0,,,,,train
254298,0,,-0.6666666865348816,,,,,train
254427,0,,1.6666666269302368,,,,,train
25522,0,,0.3333333432674408,,,,,train
255224,0,,-2.0,,,,,train
255226,0,,0.0,,,,,train
255338,0,,0.0,,,,,train
255343,0,,0.0,,,,,train
255408,0,,0.0,,,,,train
255852,0,,-0.3333333432674408,,,,,train
256174,0,,0.3333333432674408,,,,,train
25640,0,,0.0,,,,,train
256935,0,,0.0,,,,,train
256976,0,,0.3333333432674408,,,,,train
257045,0,,0.3333333432674408,,,,,train
257247,0,,0.3333333432674408,,,,,train
257277,0,,0.3333333432674408,,,,,train
257531,0,,0.0,,,,,train
257534,0,,0.0,,,,,train
257771,0,,0.3333333432674408,,,,,train
258654,0,,1.3333333730697632,,,,,train
259260,0,,0.3333333432674408,,,,,train
259470,0,,0.0,,,,,train
25t8nrkUfRY,0,,0.6666666865348816,,,,,train
260011,0,,0.0,,,,,train
261267,0,,0.0,,,,,train
261326,0,,0.3333333432674408,,,,,train
261900,0,,0.0,,,,,train
261902,0,,0.0,,,,,train
262165,0,,-0.3333333432674408,,,,,train
262226,0,,0.6666666865348816,,,,,train
264418,0,,0.3333333432674408,,,,,train
264446,0,,0.0,,,,,train
265959,0,,0.0,,,,,train
266366,0,,0.3333333432674408,,,,,train
266396,0,,0.0,,,,,train
266791,0,,0.0,,,,,train
266852,0,,0.0,,,,,train
266938,0,,0.3333333432674408,,,,,train
267252,0,,0.3333333432674408,,,,,train
267255,0,,1.0,,,,,train
267278,0,,0.0,,,,,train
267466,0,,0.0,,,,,train
267694,0,,0.0,,,,,train
267799,0,,0.0,,,,,train
268836,0,,0.3333333432674408,,,,,train
26WrTHLJJIU,0,,0.6666666865348816,,,,,train
270254,0,,0.0,,,,,train
270416,0,,0.0,,,,,train
270444,0,,0.0,,,,,train
270449,0,,-0.3333333432674408,,,,,train
270628,0,,0.0,,,,,train
270665,0,,0.0,,,,,train
270956,0,,0.3333333432674408,,,,,train
271366,0,,-0.3333333432674408,,,,,train
271594,0,,0.6666666865348816,,,,,train
271598,0,,0.3333333432674408,,,,,train
272375,0,,0.0,,,,,train
272624,0,,0.3333333432674408,,,,,train
272838,0,,-1.0,,,,,train
273171,0,,0.0,,,,,train
273207,0,,0.0,,,,,train
273237,0,,0.0,,,,,train
273250,0,,0.6666666865348816,,,,,train
273314,0,,0.0,,,,,train
273531,0,,0.0,,,,,train
273539,0,,0.3333333432674408,,,,,train
274219,0,,0.0,,,,,train
275248,0,,-2.0,,,,,train
275267,0,,0.0,,,,,train
275620,0,,0.6666666865348816,,,,,train
276217,0,,-0.6666666865348816,,,,,train
27798,0,,0.0,,,,,train
277991,0,,0.0,,,,,train
278474,0,,0.3333333432674408,,,,,train
27ubp7CLLKQ,0,,0.0,,,,,train
27v7Blr0vjw,0,,-0.3333333432674408,,,,,train
28006,0,,-2.6666667461395264,,,,,train
282560,0,,0.0,,,,,train
282586,0,,0.0,,,,,train
283495,0,,0.3333333432674408,,,,,train
283935,0,,0.6666666865348816,,,,,train
284673,0,,0.0,,,,,train
286943,0,,0.3333333432674408,,,,,train
288714,0,,0.0,,,,,train
288766,0,,0.3333333432674408,,,,,train
290088,0,,0.3333333432674408,,,,,train
29044,0,,1.0,,,,,train
290546,0,,0.3333333432674408,,,,,train
291121,0,,0.0,,,,,train
292277,0,,0.3333333432674408,,,,,train
294178,0,,0.0,,,,,train
295793,0,,0.0,,,,,train
29751,0,,0.0,,,,,train
298736,0,,0.3333333432674408,,,,,train
298774,0,,0.0,,,,,train
2BuFtglEcaY,0,,1.0,,,,,train
2Crezdbre6I,0,,0.3333333432674408,,,,,train
2HP4KedfmSc,0,,0.6666666865348816,,,,,train
2HmBM3GGTlg,0,,0.3333333432674408,,,,,train
2ItiGjefTRA,0,,0.0,,,,,train
2J4zrDn7K4s,0,,1.0,,,,,train
2JY5HXBWO84,0,,1.0,,,,,train
2Ky9DBSl49w,0,,0.0,,,,,train
2LpVvLemgvw,0,,2.0,,,,,train
2OLVF-KEaZU,0,,0.6666666865348816,,,,,train
2PgJok07td4,0,,0.6666666865348816,,,,,train
2QOf2wSu0j0,0,,1.0,,,,,train
2QXHdu2zlQY,0,,-2.0,,,,,train
2RC,DXV,,0.0,,,,,train
2RDubrUjI-k,0,,2.3333332538604736,,,,,train
2S00zYaVrtc,0,,0.6666666865348816,,,,,train
2Vtv2gPzM7w,0,,0.3333333432674408,,,,,train
2W-U94hXuK0,0,,0.3333333432674408,,,,,train
2Wo-0trLBjU,0,,0.0,,,,,train
2Xt31,d0XEE,,1.3333333730697632,,,,,train
2YwgSmmLibs,0,,0.3333333432674408,,,,,train
2Zx4huY-KN8,0,,-1.0,,,,,train
2ahFSMFvs,c,,-1.3333333730697632,,,,,train
2c2fhh,Dsoo,,0.3333333432674408,,,,,train
2c6Gb73nx4E,0,,0.0,,,,,train
2cwNG0YuwtQ,0,,0.0,,,,,train
2f6ZHqJ76EU,0,,-2.0,,,,,train
2fbBrB1nJEQ,0,,2.0,,,,,train
2h9VVQUZjK0,0,,0.3333333432674408,,,,,train
2iukwQJjGHE,0,,0.0,,,,,train
2lj0BaPsJpM,0,,0.0,,,,,train
2m58ShI1QSI,0,,0.0,,,,,train
2mWPHvbKzL8,0,,0.0,,,,,train
2o2ljA0QD7g,0,,0.0,,,,,train
2qKajMu7Vhc,0,,1.6666666269302368,,,,,train
2vX-ZRQQDwo,0,,0.0,,,,,train
2vsgDSlJ9pU,0,,0.0,,,,,train
2w7rpDe-HoA,0,,-0.3333333432674408,,,,,train
2ze94yo2aPo,0,,2.0,,,,,train
30162,0,,0.3333333432674408,,,,,train
30763,0,,0.0,,,,,train
31197,0,,0.0,,,,,train
31474,0,,0.3333333432674408,,,,,train
31tcuDMQ,H8,,1.6666666269302368,,,,,train
32681,0,,0.3333333432674408,,,,,train
327283,0,,0.0,,,,,train
32j1yMF37hA,0,,0.3333333432674408,,,,,train
33170,0,,0.3333333432674408,,,,,train
33312,0,,0.3333333432674408,,,,,train
33439,0,,0.0,,,,,train
33ueXDUn3mA,0,,1.6666666269302368,,,,,train
34-ogj6rh6w,0,,0.6666666865348816,,,,,train
34346,0,,0.0,,,,,train
34cU3HO,hEA,,0.3333333432674408,,,,,train
35694,0,,0.0,,,,,train
36098,0,,-0.6666666865348816,,,,,train
367506,0,,0.3333333432674408,,,,,train
367576,0,,0.3333333432674408,,,,,train
36o2cux9kfQ,0,,0.0,,,,,train
37117,0,,0.3333333432674408,,,,,train
37459,0,,0.0,,,,,train
37NMbnd7r20,0,,0.0,,,,,train
38019,0,,-1.3333333730697632,,,,,train
38374,0,,0.3333333432674408,,,,,train
39lcRCFvV-s,0,,2.0,,,,,train
3At-BKm9eYk,0,,-0.6666666865348816,,,,,train
3B1zIUj-k3o,0,,-1.3333333730697632,,,,,train
3DOrdP4H8SA,0,,-0.6666666865348816,,,,,train
3DgOMTs3A1E,0,,1.3333333730697632,,,,,train
3FpmKxZgihw,0,,0.0,,,,,train
3GyEnzE1NTQ,0,,1.6666666269302368,,,,,train
3HRnhUin-5g,0,,0.0,,,,,train
3HyAaqre,Fk,,1.0,,,,,train
3IUVpwx23cY,0,,0.3333333432674408,,,,,train
3J3Thmd,vks,,0.3333333432674408,,,,,train
3MFNIag0wNE,0,,0.0,,,,,train
3OMgvtWNHp4,0,,0.0,,,,,train
3OYY5Tsz,2k,,0.6666666865348816,,,,,train
3OuNMjZo5wg,0,,0.6666666865348816,,,,,train
3QcqpwQiiLs,0,,2.0,,,,,train
3REPHw7oLWo,0,,1.0,,,,,train
3UOqbf,B,,0.0,,,,,train
3V2qm0rw920,0,,0.3333333432674408,,,,,train
3VsrcbjPwZY,0,,0.3333333432674408,,,,,train
3WZ6R9B0PcU,0,,-0.6666666865348816,,,,,train
3Wi0if,L6Ug,,1.3333333730697632,,,,,train
3XShFTBsp,Q,,1.3333333730697632,,,,,train
3ZmLhK,YHl8,,0.0,,,,,train
3aD0xAgxxyw,0,,0.3333333432674408,,,,,train
3aIQUQgawaI,0,,1.3333333730697632,,,,,train
3f6xCzKx9CA,0,,0.0,,,,,train
3fhCxePBuZY,0,,0.3333333432674408,,,,,train
3gA34VxBijI,0,,0.3333333432674408,,,,,train
3hOlJf,JQDs,,2.3333332538604736,,,,,train
3j94B0pzSVs,0,,0.0,,,,,train
3kNPvhdF1NA,0,,0.0,,,,,train
3lkn8MS3n8Q,0,,-0.6666666865348816,,,,,train
3n44IP3tCVE,0,,2.0,,,,,train
3oHPsYc8bmw,0,,0.0,,,,,train
3ocpWAmSNUE,0,,-0.6666666865348816,,,,,train
3odZe3AGilc,0,,1.3333333730697632,,,,,train
3paDwuRQP1w,0,,-0.6666666865348816,,,,,train
3sDL7mwosP0,0,,2.0,,,,,train
3sUS8vXbRwg,0,,0.3333333432674408,,,,,train
3u,Joh0WJdw,,0.3333333432674408,,,,,train
3w9I5SBhHNc,0,,1.3333333730697632,,,,,train
3wHE78v9zr4,0,,1.0,,,,,train
3y2YInNUmHY,0,,-1.0,,,,,train
40181,0,,0.0,,,,,train
40260,0,,0.3333333432674408,,,,,train
41381,0,,0.6666666865348816,,,,,train
41692,0,,0.3333333432674408,,,,,train
424SXFTCFsA,0,,0.6666666865348816,,,,,train
424vOT3Nnyk,0,,1.3333333730697632,,,,,train
43371,0,,0.0,,,,,train
43456,0,,-2.6666667461395264,,,,,train
44780,0,,0.3333333432674408,,,,,train
44MVdpDEQJs,0,,0.3333333432674408,,,,,train
45175,0,,0.0,,,,,train
45184,0,,0.3333333432674408,,,,,train
45186,0,,0.0,,,,,train
45676,0,,0.3333333432674408,,,,,train
45c3QQzGakM,0,,0.6666666865348816,,,,,train
46495,0,,-0.6666666865348816,,,,,train
46497,0,,-1.3333333730697632,,,,,train
46604,0,,-2.0,,,,,train
46615,0,,0.0,,,,,train
46618,0,,0.0,,,,,train
47472,0,,0.0,,,,,train
48BD8qjClfE,0,,1.6666666269302368,,,,,train
48nifdN2vSI,0,,0.6666666865348816,,,,,train
48u68AzcWvE,0,,0.0,,,,,train
49358,0,,0.0,,,,,train
